,Title,Anime Rank,Adaptation Type,Episodes,Aired,Anime Votes,Anime Score,Manga Rank,Type,Volumes,Published,Manga Votes,Manga Score
1804,Murder Princess,4106,OVA,6,Mar 2007 - Aug 2007,56737,6.98,9151,Manga,2,Sep 2005 - 2007,3816,6.95
1805,Chocotto Sister,5098,TV,24,Jul 2006 - Dec 2006,20885,6.75,6945,Manga,8,Dec 2003 - Apr 2007,3568,7.11
1806,Mitsume ga Tooru,1863,TV,48,Oct 1990 - Sep 1991,1502,7.46,1293,Manga,13,1974 - 1978,690,7.79
1807,Akaneiro ni Somaru Saka,6938,TV,12,Oct 2008 - Dec 2008,149511,6.39,12512,Manga,2,Jun 2008 - Apr 2009,3132,6.71
1808,Eat-Man,7103,TV,12,Jan 1997 - Mar 1997,11215,6.36,2587,Manga,19,Jan 1996 - Jul 2003,3589,7.53
1809,Dragon Ball: Episode of Bardock,3031,Special,1,Dec 2011 - Dec 2011,111852,7.2,11464,Manga,1,Jun 2011 - Aug 2011,6338,6.79
1810,Cooking Papa,5830,TV,151,Apr 1992 - May 1995,2060,6.61,4944,Manga,?,Jan 1984 -,1238,7.27
1811,Digimon Xros Wars,5519,TV,30,Jul 2010 - Mar 2011,48130,6.67,3851,Manga,4,Jun 2010 - Mar 2012,1624,7.37
1812,Jingai-san no Yome,9806,TV,12,Oct 2018 - Dec 2018,44415,5.78,11435,Manga,?,Jun 2016 -,1417,6.79
1813,Maoyuu Maou Yuusha,2831,TV,12,Jan 2013 - Mar 2013,468360,7.24,2500,Manga,8,Jun 2011 - Nov 2016,8264,7.55
1815,Dominion,4537,OVA,4,May 1988 - Aug 1989,16997,6.87,10583,Manga,1,1985 - 1986,2429,6.85
1816,Drifters,734,TV,12,Oct 2016 - Dec 2016,545678,7.9,1263,Manga,?,Apr 2009 -,37023,7.8
1818,Diamond no Ace,457,TV,75,Oct 2013 - Mar 2015,236501,8.1,391,Manga,47,May 2006 - Jul 2015,21994,8.22
1819,Marmalade Boy,1935,TV,76,Mar 1994 - Sep 1995,53912,7.44,2262,Manga,8,May 1992 - Oct 1995,17347,7.58
1820,Boku wa Imouto ni Koi wo Suru,7823,OVA,1,May 2005 - May 2005,42409,6.21,10580,Manga,10,Dec 2002 - Jun 2005,8322,6.85
1821,Saiyuuki Reload,2230,TV,25,Oct 2003 - Mar 2004,34337,7.37,390,Manga,10,Mar 2002 - Jun 2009,8067,8.22
1823,Seirei Gensouki,3729,TV,12,Jul 2021 - Sep 2021,332217,7.06,15396,Manga,?,Sep 2016 - Dec 2016,2134,6.44
1824,Seirei Gensouki,3729,TV,12,Jul 2021 - Sep 2021,332217,7.06,11393,Manga,?,Jul 2017 -,11973,6.79
1825,Lost Universe,3860,TV,26,Apr 1998 - Sep 1998,16694,7.03,9882,Manga,3,Apr 1998 - Dec 1999,602,6.9
1826,Osomatsu-kun,7032,TV,56,Feb 1966 - Mar 1967,3591,6.38,10684,Manga,34,1962 - 1988,899,6.85
1827,Getter Robo,5016,TV,51,Apr 1974 - May 1975,7788,6.77,6165,Manga,4,Apr 1974 - May 1975,5859,7.17
1828,Hyouge Mono,626,TV,39,Apr 2011 - Jan 2012,27274,7.97,1069,Manga,25,Aug 2005 - Nov 2017,2339,7.86
1829,"Yondemasu yo, Azazel-san.",1480,OVA,4,Feb 2010 - Jun 2014,31077,7.57,3800,Manga,16,Oct 2007 - Dec 2018,2687,7.38
1830,Kaichou wa Maid-sama!,575,TV,26,Apr 2010 - Sep 2010,1205719,8.01,213,Manga,18,Dec 2005 - Sep 2013,158247,8.39
1831,Yesterday wo Utatte,4509,TV,12,Apr 2020 - Jun 2020,297187,6.88,2766,Manga,11,Dec 1997 - Jun 2015,18131,7.51
1832,Skip to Loafer,394,TV,12,Apr 2023 - Jun 2023,179075,8.16,119,Manga,?,Aug 2018 -,26248,8.53
1833,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",2249,TV,12,Oct 2021 - Dec 2021,483578,7.36,8117,Manga,?,Jan 2019 -,18956,7.03
1835,Osake wa Fuufu ni Natte kara,4182,TV,13,Oct 2017 - Dec 2017,208032,6.96,5786,Manga,12,Apr 2015 - Jul 2019,8896,7.2
1836,Houkago Saikoro Club,5382,TV,12,Oct 2019 - Dec 2019,48224,6.7,12692,Manga,19,Mar 2013 - Jun 2021,1025,6.69
1837,Asatte no Houkou.,3890,TV,12,Oct 2006 - Dec 2006,24339,7.03,13977,Manga,5,Sep 2003 - Jul 2007,1049,6.58
1838,Eiga Daisuki Pompo-san,403,Movie,1,Jun 2021 - Jun 2021,33614,8.15,7369,Manga,2,Aug 2017 - Sep 2018,661,7.08
1839,Kono Sekai no Katasumi ni,316,Movie,1,Nov 2016 - Nov 2016,179790,8.22,532,Manga,3,Jan 2007 - Jan 2009,7323,8.12
1840,009 Re:Cyborg,6685,Movie,1,Oct 2012 - Oct 2012,19336,6.44,10844,Manga,6,May 2012 - Sep 2015,1082,6.84
1841,Tate no Yuusha no Nariagari,618,TV,25,Jan 2019 - Jun 2019,1504353,7.98,1267,Manga,?,Feb 2014 -,108131,7.8
1843,Josee to Tora to Sakana-tachi,170,Movie,1,Dec 2020 - Dec 2020,384528,8.41,655,Manga,2,Jan 2020 - Oct 2020,4762,8.05
1844,Teizokurei Daydream,8320,OVA,4,Jun 2004 - Dec 2004,10870,6.11,6609,Manga,10,Jun 2000 - Sep 2007,2878,7.13
1845,Umi no Triton,6832,TV,27,Apr 1972 - Sep 1972,2136,6.41,4301,Manga,4,Sep 1969 - Dec 1971,723,7.33
1846,Shin Kidou Senki Gundam Wing,1166,TV,49,Apr 1995 - Mar 1996,156070,7.69,11219,Manga,3,Apr 1995 - Apr 1996,2255,6.81
1847,Nozo x Kimi,7056,OVA,3,Aug 2014 - Feb 2015,36830,6.37,7640,Manga,8,Feb 2011 - Apr 2015,19207,7.06
1848,Brigadoon: Marin to Melan,2791,TV,26,Jul 2000 - Feb 2001,13092,7.25,13124,Manga,2,2000 - 2001,507,6.66
1849,Osananajimi ga Zettai ni Makenai Love Comedy,8541,TV,12,Apr 2021 - Jun 2021,253076,6.07,16585,Manga,?,Nov 2019 -,7804,6.25
1851,Yuri Kuma Arashi,3823,TV,12,Jan 2015 - Mar 2015,99616,7.04,7659,Manga,3,Feb 2014 - Apr 2016,2572,7.06
1852,Hatenkou Yuugi,3504,TV,10,Jan 2008 - Mar 2008,37068,7.11,851,Manga,?,Nov 1999 -,6868,7.94
1853,Paripi Koumei,375,TV,12,Apr 2022 - Jun 2022,266780,8.17,1823,Manga,?,Dec 2019 -,3777,7.67
1854,Kamigami no Asobi,3978,TV,12,Apr 2014 - Jun 2014,142813,7.01,9927,Manga,3,Dec 2012 - Aug 2014,2228,6.9
1855,Kizuoibito,12694,OVA,5,Jul 1986 - Aug 1988,2144,4.03,16330,Manga,11,Jan 1982 - Mar 1986,717,6.31
1856,Sweet Valerian,10073,TV,18,Aug 2004 - Dec 2004,3302,5.71,17661,Manga,1,2004 -,634,5.66
1857,Kobayashi-san Chi no Maid Dragon,634,TV,13,Jan 2017 - Apr 2017,1187218,7.96,825,Manga,?,May 2013 -,42408,7.95
1858,Koutetsu Jeeg,3785,TV,46,Oct 1975 - Aug 1976,3341,7.05,17003,Manga,1,Sep 1975 - Jul 1976,769,6.14
1859,Kyou kara Ore wa!!,528,OVA,10,Apr 1993 - Dec 1997,32450,8.05,154,Manga,38,1988 - Oct 1997,19987,8.48
1860,Onegai☆Teacher,3519,TV,12,Jan 2002 - Mar 2002,172873,7.11,5392,Manga,2,Sep 2001 - Dec 2002,7071,7.23
1861,Nisekoi,1467,TV,20,Jan 2014 - May 2014,1133717,7.57,1558,Manga,25,Nov 2011 - Aug 2016,192965,7.72
1862,"Omoi, Omoware, Furi, Furare",2687,Movie,1,Sep 2020 - Sep 2020,72245,7.27,1433,Manga,12,Jun 2015 - May 2019,28845,7.75
1863,Nokemono-tachi no Yoru,5952,TV,13,Jan 2023 - Apr 2023,35573,6.58,2989,Manga,8,Aug 2019 - Apr 2021,961,7.48
1864,Mahoutsukai Reimeiki,7029,TV,12,Apr 2022 - Jul 2022,142941,6.38,11003,Manga,?,Jul 2019 -,1449,6.82
1865,1+2=Paradise,12334,OVA,2,Feb 1990 - Apr 1990,10371,4.76,17073,Manga,5,Oct 1988 - Nov 1990,645,6.11
1867,Gankutsuou,421,TV,24,Oct 2004 - Mar 2005,241536,8.14,9445,Manga,3,Mar 2005 - Mar 2008,2348,6.93
1868,Tetsuwan Atom,3665,TV,193,Jan 1963 - Dec 1966,11998,7.08,3881,Manga,21,Apr 1951 - Mar 1968,7965,7.37
1869,Hetalia Axis Powers,2723,ONA,52,Jan 2009 - Mar 2010,251535,7.27,994,Manga,6,Mar 2008 - Jun 2013,22038,7.89
1870,Gangsta.,2050,TV,12,Jul 2015 - Sep 2015,559102,7.41,611,Manga,?,Jan 2011 -,63602,8.07
1871,Gokushufudou,2890,ONA,5,Apr 2021 - Apr 2021,388868,7.23,482,Manga,?,Feb 2018 -,120873,8.15
1872,Giant Robo,9799,Special,1,Jul 2007 - Jul 2007,1045,5.78,16322,Manga,2,May 1967 - Mar 1968,854,6.31
1873,"Yuusha, Yamemasu",3886,TV,12,Apr 2022 - Jun 2022,267876,7.03,11604,Manga,?,May 2018 -,10480,6.78
1874,GetBackers,1447,TV,49,Oct 2002 - Sep 2003,120138,7.58,2133,Manga,39,Mar 1999 - Feb 2007,14227,7.61
1875,Shingeki! Kyojin Chuugakkou,3062,TV,12,Oct 2015 - Dec 2015,252329,7.2,7860,Manga,11,Apr 2012 - Jul 2016,9095,7.05
1876,Charlotte,1030,TV,13,Jul 2015 - Sep 2015,1542315,7.75,1388,Manga,6,Jul 2015 - Dec 2018,10594,7.77
1877,InuYasha,799,TV,167,Oct 2000 - Sep 2004,767948,7.86,1065,Manga,56,Nov 1996 - Jun 2008,63142,7.86
1879,Portrait,12551,Movie,1,1983 - 1983,421,4.5,7056,One-shot,?,Dec 2016 - Dec 2016,690,7.1
1881,Ore wo Suki nano wa Omae dake ka yo,2507,TV,12,Oct 2019 - Dec 2019,437387,7.31,9297,Manga,6,Feb 2017 - Aug 2020,13703,6.94
1882,Bocchi the Rock!,29,TV,12,Oct 2022 - Dec 2022,437172,8.84,276,Manga,?,Dec 2017 -,13865,8.32
1883,Hello World,1717,Movie,1,Sep 2019 - Sep 2019,237522,7.5,6852,Manga,2,Jul 2019 - Mar 2020,2750,7.12
1884,RDG: Red Data Girl,6081,TV,12,Apr 2013 - Jun 2013,109533,6.56,5250,Manga,5,Oct 2012 - Jul 2014,1152,7.25
1885,Houkago no Ouji-sama,4744,Special,5,Oct 2014 - Jun 2015,3048,6.83,4283,Manga,?,Nov 2008 -,1126,7.33
1886,Pygmalio,3380,TV,39,Nov 1990 - Sep 1991,1723,7.14,3299,Manga,27,Mar 1978 - Sep 1990,1038,7.44
1887,Kinnikuman,2586,TV,137,Apr 1983 - Oct 1986,11835,7.29,1616,Manga,?,May 1979 -,3997,7.71
1888,Hen,11951,OVA,2,Mar 1997 - May 1997,5877,5.05,14310,Manga,13,Dec 1988 - 1995,890,6.55
1889,Machikado Mazoku,1264,TV,12,Jul 2019 - Sep 2019,156534,7.65,338,Manga,?,Jun 2014 -,8159,8.27
1890,Gakuen Utopia Manabi Straight!,2491,TV,12,Jan 2007 - Mar 2007,30578,7.31,4196,Manga,4,Oct 2005 - Dec 2007,481,7.34
1891,Makai Ouji: Devils and Realist,3983,TV,12,Jul 2013 - Sep 2013,114574,7.01,1542,Manga,15,Oct 2009 - Feb 2018,15731,7.73
1892,Ranma ½,1011,TV,161,Apr 1989 - Sep 1992,245927,7.76,740,Manga,38,Aug 1987 - Feb 1996,48724,7.99
1893,Nine,8792,Special,1,May 1983 - May 1983,878,6.02,8429,Manga,5,Sep 1978 - Oct 1980,1327,7.01
1894,Kowarekake no Orgel,2500,OVA,1,Dec 2009 - Dec 2009,34624,7.31,11831,Manga,?,Jun 2011 - Dec 2011,1042,6.76
1895,Bakuman.,362,TV,25,Oct 2010 - Apr 2011,604405,8.19,214,Manga,20,Aug 2008 - Apr 2012,168807,8.39
1897,Switch,4579,OVA,2,Oct 2008 - Feb 2009,26604,6.86,11231,Manga,2,2000 - Nov 2000,1477,6.81
1898,Switch,4579,OVA,2,Oct 2008 - Feb 2009,26604,6.86,1217,Manga,13,Jan 2002 - Oct 2008,11696,7.81
1899,Switch,4579,OVA,2,Oct 2008 - Feb 2009,26604,6.86,7378,Manga,15,Apr 2018 - May 2021,1118,7.08
1900,Genocyber,9798,OVA,5,May 1994 - Jul 1994,36215,5.78,17531,Manga,1,1992 - 1992,1929,5.83
1901,Nana Maru San Batsu,5494,TV,12,Jul 2017 - Sep 2017,74842,6.67,3642,Manga,20,Nov 2010 - Oct 2020,3287,7.4
1902,Mars Red,5920,TV,13,Apr 2021 - Jun 2021,121246,6.59,7185,Manga,3,Nov 2019 - Jul 2021,3746,7.09
1903,Tokyo Marble Chocolate,3325,OVA,2,Dec 2007 - Dec 2007,25869,7.15,10911,Manga,1,2008 -,1278,6.83
1904,Kusatta Kyoushi no Houteishiki,9006,OVA,2,Nov 1994 - Nov 1995,5082,5.97,1869,Manga,10,Dec 1993 - Jun 2002,1769,7.66
1905,Manga de Wakaru! Fate/Grand Order,1299,Special,1,Dec 2018 - Dec 2018,17486,7.63,1316,Manga,?,Aug 2015 -,1675,7.78
1906,Renai Boukun,5789,TV,12,Apr 2017 - Jun 2017,355705,6.62,4704,Manga,14,May 2012 - Dec 2018,23826,7.29
1907,Isekai Nonbiri Nouka,1450,TV,12,Jan 2023 - Mar 2023,153142,7.58,12245,Manga,?,Oct 2017 -,22948,6.73
1909,Kimi no Suizou wo Tabetai,97,Movie,1,Sep 2018 - Sep 2018,901070,8.56,136,Manga,2,Aug 2016 - May 2017,40557,8.5
1910,Kimi no Suizou wo Tabetai,97,Movie,1,Sep 2018 - Sep 2018,901070,8.56,69,Novel,1,Jun 2015 - Jun 2015,5978,8.64
1911,Uchuu Kaizoku Captain Herlock,1170,TV,42,Mar 1978 - Feb 1979,36089,7.69,2797,Manga,5,1977 - 1979,4033,7.5
1912,Comic Party,5981,TV,13,Apr 2001 - Jun 2001,19469,6.58,10022,Manga,5,Jan 2001 - Mar 2005,2207,6.89
1913,Wangan Midnight,1834,TV,26,Jun 2007 - Sep 2008,40941,7.47,2902,Manga,42,1990 - Jul 2008,2611,7.49
1914,Tachibanakan Triangle,10480,TV,12,Apr 2018 - Jun 2018,66568,5.61,11968,Manga,9,Nov 2014 - Apr 2020,4986,6.75
1915,Tiger & Bunny,815,TV,25,Apr 2011 - Sep 2011,222142,7.85,4681,Manga,9,Sep 2011 - Dec 2014,3009,7.3
1916,Tiger & Bunny,815,TV,25,Apr 2011 - Sep 2011,222142,7.85,8986,One-shot,?,Aug 2011 - Aug 2011,1314,6.97
1917,Ballroom e Youkoso,366,TV,24,Jul 2017 - Dec 2017,317958,8.18,242,Manga,?,Nov 2011 -,37848,8.36
1918,Osu!! Karate-bu,5783,OVA,4,Oct 1990 - Jul 1992,2132,6.62,11285,Manga,43,1985 - 1996,793,6.8
1919,Shingeki no Kyojin: Lost Girls,896,OVA,3,Dec 2017 - Aug 2018,292813,7.81,2039,Manga,2,Aug 2015 - May 2016,14869,7.62
1921,Dance in the Vampire Bund,4061,TV,12,Jan 2010 - Apr 2010,223921,6.99,1730,Manga,14,Dec 2005 - Sep 2012,27038,7.68
1922,Elf wo Karu Mono-tachi,4034,TV,12,Oct 1996 - Dec 1996,25753,7.0,6368,Manga,21,Nov 1994 - Nov 2002,1397,7.15
1923,Utawarerumono,1353,TV,26,Apr 2006 - Sep 2006,166995,7.62,7504,Manga,2,Sep 2005 - Nov 2006,1368,7.07
1924,Ro-Kyu-Bu!,5038,TV,12,Jul 2011 - Sep 2011,80453,6.77,5234,Manga,12,Aug 2010 - Jan 2017,1104,7.25
1926,Koe no Katachi,16,Movie,1,Sep 2016 - Sep 2016,2203886,8.94,26,Manga,7,Aug 2013 - Nov 2014,259812,8.86
1927,Koe no Katachi,16,Movie,1,Sep 2016 - Sep 2016,2203886,8.94,209,One-shot,?,Jan 2011 - Jan 2011,59842,8.39
1928,Sora no Otoshimono,2770,TV,13,Oct 2009 - Dec 2009,467265,7.26,447,Manga,20,Mar 2007 - Feb 2014,43011,8.17
1930,UFO Princess Valkyrie,4994,TV,12,Jul 2002 - Sep 2002,20081,6.77,4764,Manga,11,Feb 2002 - Aug 2007,567,7.29
1932,MM!,3840,TV,12,Oct 2010 - Dec 2010,232542,7.04,4692,Manga,7,Jul 2008 - Feb 2012,2577,7.29
1933,Akagami no Shirayuki-hime,998,TV,12,Jul 2015 - Sep 2015,646861,7.76,361,Manga,?,Aug 2006 -,67913,8.24
1935,Hagure Yuusha no Aesthetica,5158,TV,12,Jul 2012 - Sep 2012,412381,6.74,11212,Manga,3,Jan 2012 - Jun 2013,3363,6.81
1936,Orange,1344,TV,13,Jul 2016 - Sep 2016,793468,7.62,284,Manga,7,Mar 2012 - Apr 2022,150463,8.31
1938,Orange,1344,TV,13,Jul 2016 - Sep 2016,793468,7.62,7334,Manhua,1,2006 - 2006,2801,7.08
1939,Karneval,4002,OVA,1,Oct 2012 - Oct 2012,18043,7.0,796,Manga,28,Aug 2007 - Oct 2021,34646,7.97
1940,Kekkou Kamen,10604,OVA,4,Aug 1991 - Mar 1992,5734,5.57,16765,Manga,5,Aug 1974 - Jan 1978,1048,6.21
1941,Oniisama e...,838,TV,39,Jul 1991 - May 1992,44577,7.84,2161,Manga,3,Feb 1974 - Aug 1974,4273,7.6
1942,Metal Fight Beyblade,4556,TV,51,Apr 2009 - Mar 2010,88666,6.87,14451,Manga,11,Sep 2008 - Feb 2012,957,6.54
1943,Upotte!!,6674,ONA,10,Apr 2012 - Jun 2012,70553,6.45,7550,Manga,?,Jul 2009 -,3215,7.07
1944,Kakegurui Twin,2901,ONA,6,Aug 2022 - Aug 2022,94009,7.23,1045,Manga,?,Sep 2015 -,8900,7.86
1945,Vampire Hunter D,3961,Movie,1,Dec 1985 - Dec 1985,81636,7.01,2892,Manga,8,2007 - 2014,6062,7.49
1947,Yasashii Akuma,9909,ONA,1,Dec 2018 - Dec 2018,344,5.75,12721,Manga,1,1997 -,488,6.69
1948,Kyochuu Rettou,12607,OVA,1,Jun 2019 - Jun 2019,18220,4.39,17775,Manga,6,Oct 2014 - Mar 2019,6842,5.41
1949,Shouwa Genroku Rakugo Shinjuu,94,TV,13,Jan 2016 - Apr 2016,282244,8.57,319,Manga,10,Mar 2010 - Jun 2016,8065,8.28
1950,Poputepipikku,2661,TV,12,Jan 2018 - Mar 2018,217705,7.28,1353,Manga,?,Aug 2014 -,12693,7.77
1951,Saiyuuki Gaiden,955,OVA,3,Mar 2011 - Nov 2011,13362,7.78,329,Manga,4,May 1999 - May 2009,10394,8.27
1952,Katekyo Hitman Reborn!,429,TV,203,Oct 2006 - Sep 2010,544844,8.13,525,Manga,42,May 2004 - Nov 2012,120076,8.12
1953,Cipher,12570,OVA,1,Mar 1989 - Mar 1989,11770,4.47,3432,Manga,12,Jul 1985 - Dec 1990,2718,7.42
1954,Yuyushiki,2264,TV,12,Apr 2013 - Jun 2013,105331,7.36,2752,Manga,?,Jan 2008 -,2658,7.51
1955,Dragon Ball,645,TV,153,Feb 1986 - Apr 1989,992711,7.96,192,Manga,42,Nov 1984 - May 1995,150636,8.41
1957,Saiunkoku Monogatari,757,TV,39,Apr 2006 - Feb 2007,93318,7.89,1249,Manga,9,Jul 2005 - Mar 2012,5574,7.8
1958,Koi to Senkyo to Chocolate,4072,TV,12,Jul 2012 - Sep 2012,241850,6.99,8206,Manga,6,Nov 2010 - Feb 2014,2587,7.02
1959,Kidou Senshi Gundam-san,8068,TV,13,Jul 2014 - Sep 2014,7568,6.17,1909,Manga,?,Aug 2005 -,1186,7.65
1960,Suzuka,3161,TV,26,Jul 2005 - Dec 2005,113915,7.18,1033,Manga,18,Feb 2004 - Sep 2007,48269,7.87
1961,Kai Byoui Ramune,3340,TV,12,Jan 2021 - Mar 2021,68397,7.15,5470,Manga,5,Sep 2017 - Feb 2021,947,7.23
1962,City Hunter,707,TV,51,Apr 1987 - Mar 1988,76751,7.91,460,Manga,35,Feb 1985 - Nov 1991,14690,8.16
1963,Ajin,2089,TV,13,Jan 2016 - Apr 2016,571560,7.4,760,Manga,17,Jul 2012 - Feb 2021,124063,7.98
1964,Arslan Senki,4515,OVA,6,Aug 1991 - Sep 1995,21031,6.88,1762,Manga,?,Jul 2013 -,20920,7.68
1966,Arslan Senki,4515,OVA,6,Aug 1991 - Sep 1995,21031,6.88,4688,Manga,13,Nov 1991 - Sep 1996,1179,7.3
1967,Kekkaishi,1384,TV,52,Oct 2006 - Feb 2008,107687,7.6,741,Manga,35,Feb 2004 - Apr 2011,29182,7.99
1969,Nogizaka Haruka no Himitsu,3050,TV,12,Jul 2008 - Sep 2008,132204,7.2,3895,Manga,4,Aug 2006 - Jun 2010,2892,7.37
1970,Sanctuary,7185,OVA,1,May 1996 - May 1996,4974,6.35,359,Manga,12,1990 - 1995,31989,8.24
1971,Sugar Sugar Rune,1783,TV,51,Jul 2005 - Jun 2006,40254,7.48,2136,Manga,8,Aug 2003 - Apr 2007,10787,7.61
1973,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,1610,TV,12,Jan 2020 - Mar 2020,502152,7.54,6067,Manga,?,May 2018 -,6539,7.18
1974,Hoshi wo Ou Kodomo,1662,Movie,1,May 2011 - May 2011,207865,7.52,6047,Manga,3,May 2011 - Jul 2012,1174,7.18
1975,Citrus,6632,TV,12,Jan 2018 - Mar 2018,497244,6.45,7868,Manga,2,Oct 2010 - Jul 2011,2882,7.05
1976,Gilgamesh,5704,TV,26,Oct 2003 - Mar 2004,40113,6.63,2528,Manhwa,6,Aug 2015 - Dec 2017,1513,7.54
1977,Nanbaka,2386,TV,13,Oct 2016 - Dec 2016,321502,7.33,1298,Manga,?,Oct 2013 - Jun 2022,7716,7.79
1978,The God of High School,3671,TV,13,Jul 2020 - Sep 2020,863529,7.07,1746,Manhwa,?,Apr 2011 - Oct 2022,69453,7.68
1979,Orient,5870,TV,12,Jan 2022 - Mar 2022,105387,6.6,11774,Manga,?,May 2018 -,11020,6.76
1980,Bartender,2332,TV,11,Oct 2006 - Dec 2006,88445,7.34,855,Manga,21,Dec 2004 - Dec 2011,16212,7.94
1981,Super Secret,8247,ONA,22,May 2020 - Feb 2021,952,6.13,1127,Manhwa,4,Mar 2015 - Jan 2018,8163,7.84
1982,Ao Ashi,325,TV,24,Apr 2022 - Sep 2022,186306,8.22,84,Manga,?,Jan 2015 -,24833,8.6
1983,Gunslinger Girl,2143,TV,13,Oct 2003 - Feb 2004,185433,7.39,589,Manga,15,May 2002 - Sep 2012,23943,8.08
1984,Pet,6721,TV,13,Jan 2020 - Mar 2020,91721,6.44,8626,Manga,5,Jul 2002 - Oct 2003,1108,6.99
1985,Medarot,3651,TV,52,Jul 1999 - Jun 2000,57347,7.08,13430,Manga,3,May 1997 - Mar 1999,567,6.63
1986,Gantz,4065,TV,13,Apr 2004 - Jun 2004,348520,6.99,567,Manga,37,Jul 2000 - Jun 2013,221946,8.1
1987,Heart no Kuni no Alice: Wonderful Wonder World,8777,Movie,1,Jul 2011 - Jul 2011,31249,6.02,1535,Manga,6,2008 - Sep 2010,28739,7.73
1988,Saihate no Paladin,4701,TV,12,Oct 2021 - Jan 2022,271049,6.84,1206,Manga,?,Sep 2017 -,26940,7.81
1990,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",1072,TV,12,Jan 2019 - Mar 2019,187107,7.73,732,Manga,?,Jun 2015 -,8728,7.99
1991,Jungle Taitei,5715,TV,52,Oct 1965 - Sep 1966,7782,6.63,5908,Manga,3,Nov 1950 - Apr 1954,2085,7.19
1992,Taiho Shichau zo,1885,OVA,4,Sep 1994 - Nov 1995,26316,7.45,7730,Manga,7,1986 - 1992,2186,7.05
1993,Grand Blue,154,TV,12,Jul 2018 - Sep 2018,734362,8.43,9,Manga,?,Apr 2014 -,166433,9.03
1994,Yuragi-sou no Yuuna-san,4025,TV,12,Jul 2018 - Sep 2018,289131,7.0,5495,Manga,24,Feb 2016 - Jun 2020,47273,7.23
1995,Armitage III,4050,OVA,4,Feb 1995 - Nov 1995,33682,6.99,16844,Manga,2,1995 - 1995,668,6.19
1997,Shoujo Kakumei Utena,341,TV,39,Apr 1997 - Dec 1997,208607,8.2,4549,Manga,5,May 1996 - Mar 1998,11603,7.31
1999,Leadale no Daichi nite,4229,TV,12,Jan 2022 - Mar 2022,145951,6.94,5296,Manga,?,Jul 2019 -,3105,7.24
2000,Yamato Nadeshiko Shichihenge♥,1099,TV,25,Oct 2006 - Mar 2007,157338,7.72,788,Manga,36,Mar 2000 - Jan 2015,26554,7.97
2001,Netsuzou TRap,11332,TV,12,Jul 2017 - Sep 2017,155941,5.34,16891,Manga,6,Nov 2014 - Dec 2017,19171,6.17
2002,Trigun,315,TV,26,Apr 1998 - Sep 1998,729984,8.22,1525,Manga,3,Apr 1995 - Jan 1997,35099,7.73
2004,Seireitsukai no Blade Dance,5421,TV,12,Jul 2014 - Sep 2014,355667,6.69,7865,Manga,6,Jun 2012 - Jan 2017,7852,7.05
2005,Seireitsukai no Blade Dance,5421,TV,12,Jul 2014 - Sep 2014,355667,6.69,4870,Manga,?,Jun 2011 - Jan 2012,1988,7.28
2006,Dog Days,4588,TV,13,Apr 2011 - Jun 2011,185147,6.86,14182,Manga,1,Apr 2011 - Sep 2011,1300,6.57
2007,Magi: Sinbad no Bouken,925,OVA,5,May 2014 - Jul 2015,130816,7.8,555,Manga,19,May 2013 - Apr 2018,33259,8.11
2008,Daitoshokan no Hitsujikai,4587,TV,12,Oct 2014 - Dec 2014,134451,6.86,8137,Manga,4,Feb 2012 - Nov 2014,931,7.03
2009,Saint Seiya: Saintia Shou,10521,ONA,10,Dec 2018 - Feb 2019,13785,5.6,6085,Manga,16,Aug 2013 - Jul 2021,3672,7.18
2010,Hanamaru Youchien,2720,TV,12,Jan 2010 - Mar 2010,90777,7.27,3302,Manga,11,Sep 2006 - Oct 2011,3431,7.44
2011,Suzumiya Haruhi no Yuuutsu,870,TV,14,Apr 2006 - Jul 2006,892089,7.83,1488,Manga,20,Sep 2005 - Sep 2013,17139,7.74
2012,Suzumiya Haruhi no Yuuutsu,870,TV,14,Apr 2006 - Jul 2006,892089,7.83,1793,Manga,1,Mar 2004 - Oct 2004,3828,7.67
2013,Sumomomo Momomo: Chijou Saikyou no Yome,4634,TV,22,Oct 2006 - Mar 2007,66073,6.85,6178,Manga,12,Jan 2004 - Feb 2009,7869,7.17
2014,Liang Bu Yi,1677,ONA,24,Apr 2021 - Nov 2021,7784,7.51,2826,Manhua,?,Jul 2016 - Sep 2019,328,7.5
2015,100-man no Inochi no Ue ni Ore wa Tatteiru,6401,TV,12,Oct 2020 - Dec 2020,273617,6.5,7983,Manga,?,Jun 2016 -,12324,7.04
2016,Asobi ni Iku yo!,5976,TV,12,Jul 2010 - Sep 2010,196845,6.58,5575,Manga,10,Aug 2006 - Jun 2014,2623,7.22
2018,Joshikausei,9688,TV,12,Apr 2019 - Jun 2019,63421,5.81,5214,Manga,?,Sep 2013 -,10607,7.25
2019,Natsu no Arashi!,2832,TV,13,Apr 2009 - Jun 2009,52856,7.24,6801,Manga,8,Aug 2006 - Sep 2010,2117,7.12
2020,Junketsu no Maria,3507,TV,12,Jan 2015 - Mar 2015,150196,7.11,9131,Manga,3,Nov 2008 - Jul 2013,2336,6.96
